brand,carHL,carName,carUrl,color,description,doors,lot,model,price,style,views,vinCode,year
Ford,"['\nRestored by Marque Expert Terry Fletcher \r\n', '\nPrevious Owner Had the Car for 40 Years \r\n', '\nFinished in Factory Sandshell Beige with Matching Interior \r\n', '\nPower Windows \r\n', '\nPower Brakes and Steering \r\n', '\nUpgraded to M Code Tri-Power Induction \r\n', '\nPower Top Just Serviced \r\n', '\nCorrect Kelsey Hayes Chrome Wire Wheels \r\n', '\nDetailed Restoration\n']",Thunderbird,https://www.gaaclassiccars.com/vehicles/39916/1962-ford-thunderbird,Sandshell Beige,Restored by Marque Expert Terry Fletcher,2,ST0097,Thunderbird,,Convertible,"1,054 Views",VIN:2Y85Z107933,1962
Chevrolet,"['\nCustom Chevrolet Nomad ""Novet"" Station Wagon\r\n', '\nOne of One made this way  with a 1955 Nomad\r\n', '\nBody with Chopped Top and a Forward Tilt Hood\r\n', '\nRunning Gear is a 1992 Chevrolet Corvette C4\r\n', '\n5.7L LT1 1992 Corvette V8 Engine\r\n', '\nZF 6-Speed Manual Transmission\r\n', '\nAll Parts of 1992 C4 used Including Stock Air Bags and ABS Brake System\r\n', '\nCorvette Factory Air Conditioning, Tilt Wheel, Delay Wipers, AM/FM Cassette / CD Radio, Power Locks, Seats, and Mirrors\r\n', '\nDone in 3-Stage White Pearl Paint with Black Corvette Interior and Custom Leather Seats with ""55 Novet"" Inserts\r\n', '\nCustom 5-Double Spoke Chrome Wheels on 18"" Speed Rated Tires\n']",Nomad,https://www.gaaclassiccars.com/vehicles/39796/1955-chevrolet-nomad,Black,"Custom Chevrolet Nomad ""Novet"" Station Wagon",Pearl White,ST0096,Nomad,,Station Wagon,"9,785 Views",VIN:VC550093987,1955
Packard,"['\nPackard Dark Maroon Exterior\r\n', '\nGray Leather Interior with Real Wood Trim\r\n', '\nSupercharged LSA 6.2L Engine\r\n', '\n6L90 6-Speed Automatic Overdrive Transmission\r\n', '\nRear Wheel Drive\r\n', '\n4 Wheel Independent Suspension\r\n', '\n9"" Ford Positive Traction with 3.25:1 Gear Ratio\r\n', '\nWilwood 6-Piston Front and Rear Power Disc Brakes\r\n', '\nDakota Digital Dash\r\n', '\nVintage Air Front and Rear Air Conditioning\r\n', '\nPower Rack & Pinion Steering\r\n', '\nStainless Exhaust\n']",120,https://www.gaaclassiccars.com/vehicles/39896/1936-packard-120,Gray & Wood,Supercharged LSA 6.2L Engine,Packard Dark Maroon,ST0098,120,,Gray & Wood,"1,850 Views",VIN:99219940,1936
Ford,"['\n1963 1/2 XL\r\n', '\nR Code Convertible \r\n', '\nVery Low Production of Under 50\r\n', '\nBorn Corinthian White with White Convertible Top and Blue Bucket Seat Interior \r\n', '\n427 CID 425hp V8 Date Code Correct Engine \r\n', '\n11.5:1 Compression \r\n', '\nDual 650cfm 4bbl Holley Carburetors \r\n', '\nFactory Cast Iron Headers \r\n', '\n4 Speed Manual Transmission \r\n', '\n9"" Ford Rear End \r\n', '\nDual Exhaust \r\n', '\n15"" Steel Wheels \r\n', '\nHeavy Duty Frame \r\n', '\nHeavy Duty Suspension \r\n', '\nBigger Brakes \r\n', '\nSpecial HD Springs \r\n', '\nWhite Power Top \r\n', '\nAM Radio\r\n', '\nSpinner Wheel Covers \r\n', '\nCorrect Blue Interior \r\n', '\nConsole with Correct Reverse Lockout Shifter \r\n', '\nVIN= 3G69R166000: 3-1963 / G-Chicago, IL / 69-XL Convertible / R-427 Dual Carb Hi Performance Engine / 166000- Last 6 \r\n', '\nTrim Tag Decode= 76B-Galaxie Convertible / M-Corinthian White / 82-Blue / 15C-March 15th / 45-Davenport / 5-3.50:1 / 5-4 Speed Manual Transmission\n']",GalaxieXL,https://www.gaaclassiccars.com/vehicles/39881/1963-ford-galaxie-xl,Corinthian White,1963 1/2 R Code Convertible,2,ST0095,Galaxie,,Convertible,"2,309 Views",VIN:3G69R166000,1963
GMC,"['\nComplete Restoration\r\n', '\n6.0L LQ9 V8 Engine\r\n', '\n4L65E Automatic Transmission \r\n', '\nPorterbuilt and Accu-Air E Level Suspension \r\n', '\nNarrowed 12 Bolt Rear End\r\n', '\nTru-Trac Locker with 3.73 Gears \r\n', '\nDakota Digital Gauges \r\n', '\nSnowden Custom Seat \r\n', '\nAll New Glass \r\n', '\nAll New Trim \r\n', '\nNew Bumpers \r\n', '\n20"" Raceline Wheels on the Front Wrapped in Michelin Pilot Sport Tires \r\n', '\n22"" Raceline Wheels on the Rear Wrapped in Michelin Pilot Sport Tires \r\n', '\nA/C and Heat\n']",C15,https://www.gaaclassiccars.com/vehicles/39760/1968-gmc-c15,Red/White,Complete Restoration,2,ST0094,C15,,Pickup Truck,"2,008 Views",VIN:CS10DPB45266,1968
Lincoln,"['\n30K Actual Miles \r\n', '\nDeep Green Metallic Exterior\r\n', '\nMedium Green Bridge of Ware Leather Interior\r\n', '\nRestored\r\n', '\nDealer Installed when New McCulloch VS-57 Supercharger Production 385 HP from the 367.9 CID OHV V8 Engine\r\n', '\nAutomatic Transmission\r\n', '\nPower Steering\r\n', '\nPower Brakes\r\n', '\nPower Windows\r\n', '\nA Power Seat\r\n', '\nPower Locks\r\n', '\nNew Stainless Steel Exhaust \r\n', '\nRecent Wide White Wall Correct Tires\r\n', '\nDelivered New in Birmingham, Alabama\n']",ContinentalMark II,https://www.gaaclassiccars.com/vehicles/39993/1956-lincoln-continental-mark-ii,Green,30K Actual Miles,2,ST0092,Continental,,Coupe,"1,637 Views",VIN:C56A1878,1956
Chevrolet,"['\nNon Conforming VIN/ Incorrect Fasteners\r\n', '\nPer Title Exceeds Mechanical Limits\r\n', '\n1958 Chevrolet Custom - ""El Nomado"" Designed and Built by Joe Cherry\r\n', '\n348 CID Engine\r\n', '\n3 Rochester 2 Barrels\r\n', '\nFactory 3-Deuce Intake Manifold\r\n', '\nCast Iron OEM Exhaust Manifolds with Flowmaster Mufflers\r\n', '\nMSD Electronic Ignition, Blaster Coil, and Silicone Plug Wires\r\n', '\nZoops Polished Aluminum Accessory Bracket System\r\n', '\nGriffin 4-Core Radiator\r\n', '\nMooneyes Polished Aluminum Valve Covers and Air Cleaners\r\n', '\nPowerglide Automatic Transmission\r\n', '\nTelescoping Drive Shaft, Factory Differential with 3.36:1 Gears\r\n', '\n4-Wheel Disc Brakes, Cross-Drilled and Slotted Rotors\r\n', '\nDual Reservoir Power Master Cylinder\r\n', '\n18"" Boyd Coddington Crown Jewel Wheels\r\n', '\nCooper Zeon Tires\r\n', '\nRidetech 4-Wheel Independent Air Suspension and Electronic Controls\r\n', '\nCustom Leather Interior and Truck Bed by Keith Williamson\r\n', '\nColor Matched Dash and Interior Metal Parts\r\n', '\nCustom Built Console with Gauge Cluster and Control Center\r\n', '\nVintage Air A/C System\r\n', '\nVertical Gate Shifter\r\n', '\nIdidit Polished Aluminum Tilt Steering Column\r\n', '\nChrysler 300 Bucket Seats\r\n', '\n8-Speaker 400W Stereo\r\n', ""\nPPG Brickyard Red 4-Stage Custom Blend Paint by Ed's Restoration\r\n"", '\nCarb Chopped 2""\r\n', '\nGlass and Trim Cut to Conform to 2"" Chop on Top\r\n', '\nChevy Biscayne Doors Grafted onto Nomad Body\r\n', '\nLiftgate moved forward to cab, Hand Formed Steel Cargo Bed\r\n', '\nBowtie Tailgate Latch Release, One-Piece Front Bumper\r\n', '\nCustom ""El Nomado"" Name Badges\r\n', '\nFrenched Blue-Dot Cadillac Taillights and Antenna\r\n', '\nShaved Door Handles with Remote Papers \r\n', '\nSEMA Winner\n']",El Nomado,https://www.gaaclassiccars.com/vehicles/39653/1958-chevrolet-el-nomado,Brickyard Red,Custom Build,2,ST0090,El Nomado,,Truck,"19,729 Views",VIN:F58J138017,1958
Dodge,"['\nLess Than 3,000 Produced / Even Fewer with the Factory Red Ram V8 Engine \r\n', '\nAutomatic Transmission \r\n', '\nFully Restored \r\n', '\nNew Whitewall Tires\n']",RoyalSierra,https://www.gaaclassiccars.com/vehicles/39661/1955-dodge-royal-sierra,Coral/White,"Less Than 3,000 Produced",4,ST0093,Royal,,Station Wagon,"2,321 Views",VIN:34937592,1955
ASVE,"['\nPer Title Vehicle Is A 1965 Cobra Replica \r\n', '\nFactory Five MK3 Racing \r\n', '\nActual Miles Branded on Title / Owner States 5K Miles Shown \r\n', '\n383 CID Stroker V8 Engine\r\n', '\nFive Speed Manual Transmission \r\n', '\nAuburn Gear Locking Differential \r\n', '\nRefinished in Red with Black Stripes \r\n', '\nBody-Color Removable Hardtop \r\n', '\nBlack & Gray Cloth Upholstery \r\n', '\n17"" Alloy Wheels\r\n', '\nDisc Brakes \r\n', '\nKoni Coilover Suspension \r\n', '\nFuel Injection System\n']",Factory Five1965 Cobra Replica,https://www.gaaclassiccars.com/vehicles/39797/2006-asve-factory-five-1965-cobra-replica,Red/Black,383 CID Stroker V8 Engine,2,ST0089,Factory Five,,Black,"1,095 Views",VIN:F5R1005969RD,2006
Ford,"['\nFactory Candy Apple Red with Red Interior\r\n', '\nOnly 76 1969/1970 Shelby Mustangs were Built with Red Interior \r\n', ""\nOnly 7 1970 GT500's were Built with Both Red Interior and Exterior\r\n"", '\nAutomatic Transmission\r\n', '\nPower Steering\r\n', '\nPower Brakes\r\n', '\nAir Conditioning\r\n', '\nTilt-Away Wheel and Deluxe Console\r\n', '\nFactory Tags in Place\r\n', '\nHeadlight to Taillight Service by World-Famous Shelby American Factory Authorized Mod Shop: Planet Shelby Cobra\r\n', '\nFully Documented Including the Original Build Sheet, Eminger Sheets, Marti Report Ford Microfiche, and More\r\n', '\nSAAC (Shelby American Automobile Club) Registered and in the Registry Book\n']",MustangShelby GT500,https://www.gaaclassiccars.com/vehicles/39734/1970-ford-mustang-shelby-gt500,Red,Fully Documented,2,ST0091,Mustang,,Coupe,"2,420 Views",VIN:0F02R483007,1970
Ford,"['\nS Code\r\n', '\n390 CID Engine\r\n', '\n4 Speed Top Loader Transmission \r\n', '\nFold Down Rear Seat \r\n', '\nTachometer \r\n', '\n1 of 577 Built \r\n', '\nFactory GT Equipment Group \r\n', '\nDocumented by Deluxe Marti Report\n']",MustangGT,https://www.gaaclassiccars.com/vehicles/39647/1967-ford-mustang-gt,White,S Code / 390 CID Engine,2,ST0088,Mustang,,Fastback,"6,761 Views",VIN:7T02S238210,1967
Ford,"['\nPart of the South Carolina Collection\r\n', '\n5.4L 4V DOHC Supercharged V8 Engine\r\n', '\n6-Speed Manual Transmission\r\n', '\nSilver Metallic with Charcoal Black Leather\r\n', '\n1 of 1,011 built in 2008\r\n', '\nHID Headlamps\r\n', '\n6 Way Power Driver Seat\r\n', '\nGarage Kept\r\n', ""\nSold New at Morrie's Minnetonka Ford\n""]",MustangGT500 KR,https://www.gaaclassiccars.com/vehicles/40009/2008-ford-mustang-gt500-kr,Silver,5.4L 4V DOHC Supercharged V8 Engine,2,ST0087,Mustang,,Coupe,"1,053 Views",VIN:1ZVHT88SX85200524,2008
Ford,"['\nPart of the South Carolina Collection \r\n', '\n4.6L 4V DOHC V8 Engine\r\n', '\n6-Speed Manual Transmission\r\n', '\nBlack Exterior with Graphite\r\n', '\nBlack Convertible Top\r\n', '\n3.55 Rear Axle\r\n', '\nCruise Control\r\n', '\nAM/FM Stereo in Dash CD Changer\r\n', '\nModifications Include Intake and 1/2 Lowering Springs\r\n', '\nSold New at Holman Ford\r\n', '\nCobra Front Floor Mats\n']",MustangSVT Cobra,https://www.gaaclassiccars.com/vehicles/40008/2003-ford-mustang-svt-cobra,Black,4.6L 4V DOHC V8 Engine,2,ST0086,Mustang,,Convertible,978 Views,VIN:1FAFP49Y13F381872,2003
Ford,"['\nPart of the South Carolina Collection\r\n', '\n768 Actual Miles \r\n', '\n5 Speed Manual Transmission \r\n', '\n1 of 15 2007 Models Made for the Executive Senior Manager Team at Hertz \r\n', '\nOnly 15 of 500 2007 Models Were Manual 5 Speed Cars\r\n', '\nCar #497 of 500\r\n', '\nDriven by Hertz Executive and Never Entered into the Rental Fleet for General Public \r\n', '\nShelby #CSM07H497\r\n', '\n4.6L OHC V8 Engine\r\n', '\nAll Shelby Badging  \r\n', '\nShaker 500\r\n', '\nBlack with Gold Stripes and Black Leather Interior \r\n', '\nOriginal Ford Window Sticker in Included \r\n', '\nOriginal Wheels and Tires \r\n', '\nStored in Climate Control\n']",MustangShelby GT Hertz,https://www.gaaclassiccars.com/vehicles/39675/2007-ford-mustang-shelby-gt-hertz,Black,#497 of 500 / 768 Actual Miles,2,ST0083,Mustang,,Convertible,"2,500 Views",VIN:1ZVHT85HX75347160,2007
Ford,"['\nPart of the South Carolina Collection \r\n', '\n110 Actual Miles \r\n', '\n#166 of 171 2016 Hertz Mustangs Made in 2016\r\n', '\nCSM# 16H0166\r\n', '\nPurchased New by Hertz Licensee in Arkansas in 2016\r\n', '\nCar Was Only Used for Promotional Purposes and was Never Rented to General Public \r\n', '\n5.0L V8 Engine with 435 Horsepower\r\n', '\nShadow Black with Black Leather Interior\r\n', '\nHeated/Cooled Seats\r\n', '\nNavigation \r\n', '\n6 Speed Auto Transmission\r\n', '\nAll Documentation from Shelby/Hertz is Included \r\n', '\nFord Window Sticker is Included \r\n', '\nStored in Climate Control Environment \r\n', '\nIncludes Shelby Hertz Floor Mats\n']",MustangShelby Hertz,https://www.gaaclassiccars.com/vehicles/39676/2016-ford-mustang-shelby-hertz,Black,#166 of 171 2016 Hertz Mustangs Made in 2016,2,ST0082,Mustang,,Coupe,"2,339 Views",VIN:1FA6P8CF8G5328757,2016
Ford,"['\nPart of the South Carolina Collection \r\n', '\nPrevious Title Branded Exceeds Mechanical Limits / Per NMVTIS. CARFAX, and AutoCheck Reports \r\n', '\nSSP - Missouri Highway Patrol Car\r\n', '\nOriginal Crystal Blue Exterior and Blue Cloth Interior\r\n', '\n5.0L 302 CID Engine\r\n', '\n5-Speed Transmission\r\n', '\nCorrect Police Equipment from Missouri State Hwy Patrol\r\n', '\nAll Original Body Panels\r\n', '\nCorrect Belts and Hoses\r\n', '\nOEM Correct Mufflers and Tires\r\n', '\nDocumentation\n']",MustangSSP Police,https://www.gaaclassiccars.com/vehicles/39882/1990-ford-mustang-ssp-police,Blue,5.0L 302 CID Engine,2,ST0084,Mustang,,Coupe,"2,099 Views",VIN:1FACP40E3LF141244,1990
Ford,"['\nPart of the South Carolina Collection\r\n', '\n68 Actual Miles Branded on SC Title\r\n', '\n#67 of 700 James Bond #007 Editions\r\n', '\n3.9L V8 Engine\r\n', '\n5-Speed Automatic Transmission\r\n', '\nCoral with Performance White Interior\r\n', '\nChrome Wheels\r\n', '\nAudiophile Sound System\r\n', '\n6 Disc CD Changer\r\n', '\nHeated Seats - Driver / Passenger\r\n', '\nSold New at Matthews Ford in Asheville, NC for $43,995\r\n', '\nFactory Window Sticker Still Affixed\n']",Thunderbird007,https://www.gaaclassiccars.com/vehicles/39935/2003-ford-thunderbird-007,Coral,James Bond #007 Edition,2,ST0085,Thunderbird,,Performance White,952 Views,VIN:1FAHP62A53Y103448,2003
Ford,"['\nPart of the South Carolina Collection\r\n', '\n1,509 Actual Miles \r\n', '\nCSM# 06H472\r\n', '\nShelby #472 of 500 Vehicles Made in 2006 Model Year \r\n', '\nThis Vehicle was Never Placed in the Rental Fleet and Was Used Strictly for Promotional Purposes \r\n', '\n4.6L OHC V8 Engine\r\n', '\nAutomatic Transmission \r\n', '\nShaker 500 Radio\r\n', '\nIncludes Many Upgrades in the Engine Compartment with GT-H Caps and Dipstick Handle\r\n', '\nUpgraded Chrome Shelby Wheels\r\n', '\nStored in Climate Controlled Environment\n']",MustangShelby GT Hertz,https://www.gaaclassiccars.com/vehicles/39677/2006-ford-mustang-shelby-gt-hertz,Black,"1,509 Actual Miles",2,ST0080,Mustang,,Coupe,"4,109 Views",VIN:1ZVFT82H765260763,2006
Ford,"['\nPart of the South Carolina Collection \r\n', '\n1,341 Actual Miles \r\n', '\n#9 of 150 Models Built in 2014\r\n', '\n1 of 14 - 6 Speed Manual Transmission Cars\r\n', '\nSigned by Roger Penske \r\n', '\nMustang is a Hertz Senior Executive Management Allocation \r\n', '\nWas Never Rented to the General Public \r\n', '\n5.0L V8 Engine \r\n', '\nBlack Exterior with Yellow Stripes \r\n', '\nBlack Leather Interior \r\n', '\nNavigation \r\n', '\nIncludes All Documentation From Hertz/Penske\r\n', '\nIncludes Special Hertz/Penske Scuff Plates and Floor Mats\r\n', '\nStored in Climate Control Environment \r\n', '\nOriginal Wheels and Tires\n']",MustangHertz Penske,https://www.gaaclassiccars.com/vehicles/39674/2014-ford-mustang-hertz-penske,Black,"#9 of 150 Models Built in 2014 / 1,341 Actual Miles",2,ST0081,Mustang,,Coupe,"2,252 Views",VIN:1ZVBP8CFXE5243809,2014
Chevrolet,"['\nAlabama Registration Only\r\n', '\nSplit Window\r\n', '\nComplete Frame Off Restoration\r\n', '\nOriginal Red Exterior with Original Red Interior\r\n', '\nNon Matching Motor with Period Correct Fuel Injection \r\n', ""\nIn several states including Georgia, Alabama, New York, Connecticut, Vermont, Maine, Rhode Island, and New Hampshire, vehicle titles aren't issued for older vehicles; registrations are. However, in North Carolina, a registration can be used to apply for a title if accompanied by a proof of purchase and notarized bill of sale. Our auction mandates that any seller with a registration provides a proof of purchase, and we'll furnish the buyer with a notarized bill of sale after the vehicle sells. We also announce this at the auction to help out-of-state buyers inquire with their DMV about the forms required to obtain a title in their state.\n""]",Corvette,https://www.gaaclassiccars.com/vehicles/39928/1963-chevrolet-corvette,Red,Complete Frame Off Restoration,2,ST0079.3,Corvette,,Coupe,"2,308 Views",VIN:30837S109506,1963
Ferrari,"['\nPart of the George Shinn No Reserve Collection \r\n', '\n22K Actual Miles \r\n', '\nSport Exhaust Pipes \r\n', '\nFull Electric Seats\r\n', '\nDiamond Semianilina Headliner \r\n', '\nFront and Rear Parking Sensors \r\n', '\nAutomatic Transmission \r\n', '\nSuspension Lifter \r\n', '\nScuderia Ferrari Shields \r\n', '\nDiamond Pattern Style Seats \r\n', '\nParking Camera \r\n', '\n12 Cylinder Engine\n']",FF,https://www.gaaclassiccars.com/vehicles/39699/2012-ferrari-ff,Rosso Fiorano,22K Actual Miles,2,ST0079,FF,,Coupe,"3,522 Views",VIN:ZFF73SKA1C0186595,2012
Dodge,"['\n""Last Call Limited Edition"" Convertible\r\n', ""\nDealer Package of Materials Including Owner's Manuals still Wrapped in the Factory Plastic in the Trunk\r\n"", '\nDodge Partnered with Drop Top Customs to Offer a Single Button Power Operated Drop Top Conversion Convertible\r\n', '\n392 CID V8 SRT HEMI MDS Engine Rated at 485 HP\r\n', '\nTorqueFlite 8-Speed Automatic Transmission\r\n', '\nOptional R/T Scat Pack Widebody ATX Package Includes Upgraded ABS Brembo 6-Piston Front Caliper Brakes, Competition Suspension, 20"" x 11"" Split 5-Spoke Low-Gloss Black Wheels, and More\r\n', '\nEquipped with the Plus Package Including Power Tilt and Telescopic Steering Column, Alcantara / Nappa Seats with Scat Pack Logo, and More\r\n', '\nTechnology Group, Harmon Kardon Audio Group with Subwoofer, Shaker Package, SRT Performance Spoiler, Uconnect 4C Navigation with 8.4 Touch Screen Display, and More\r\n', '\nPitch-Black Paint with Black & Ruby Interior and Black Convertible Top\n']",ChallengerR/T Scat Pack,https://www.gaaclassiccars.com/vehicles/39756/2023-dodge-challenger-r-t-scat-pack,Black & Ruby,"""Last Call Limited Edition""",Pitch Black,ST0079.2,Challenger,,Black & Ruby,"2,012 Views",VIN:2C3CDZFJ5PH501613,2023
Ford,"['\nNon-Conforming VIN / Replacement VIN Plate\r\n', '\nPart of the George Shinn No Reserve Collection\r\n', '\nShaved Front Marker Lights, Door Handles, Deck Lid Handle and Rear Tail Lights \r\n', '\nRe-Painted in Cobalt Blue with Light Blue Pin Stripe \r\n', '\nAll Windows Replaced New and are Slightly Tinted \r\n', '\nEverything on the Exterior was Restored or Replaced \r\n', '\nSide Mounted Antenna \r\n', '\nLED Headlights \r\n', '\nPainted Front Bumper \r\n', '\nLED Rear Tail Lights \r\n', '\nLED Third Brake Light \r\n', '\n15"" Red Steel Wheels with Chrome Trim Rings and Ford Center Caps \r\n', '\n225/75/15 at All Four Corners \r\n', '\nFully Custom Red Leather Upholstered Interior \r\n', '\nFabricated Red Dash is Trimmed with Silver Accent Strip \r\n', '\nFront & Rear Bucket Seats with Seat Belts for All Passengers \r\n', '\nBanjo Steering Wheel with Black Wrap and V8 Horn Button \r\n', '\nVintage A/C\r\n', '\nPower Locks with Remote Poppers \r\n', '\nPower Windows \r\n', '\nSony Head Unit with Door Speakers and Rear Tray Speakers \r\n', '\nFull Length Matching Center Console Houses the A/C Controls, Rear Camera Screen, Custom Shifter, Two Front Cup Holders, Cell Phone Holder, Arm Rest and Storage Compartment \r\n', '\nTrunk Compartment was Boxed and a Custom Battery Box Along with a Power Cut Off Knob for Storage \r\n', '\nGM 350 Engine \r\n', '\nEdelbrock Aluminum Heads \r\n', '\nRed Finned Valve Covers and Air Cleaner \r\n', '\nPolished Carburetor \r\n', '\nChrome A/C Compressor, Pulleys, Brackets and Alternator \r\n', '\nCustom Headers \r\n', '\nDual Exhaust \r\n', '\nCherry Bomb Style Mufflers \r\n', ""\n700R4 Automatic Transmission that was Rebuilt by George's Transmission \r\n"", '\nTransmission Cooler which is Mounted in the Front for Air Flow \r\n', '\nFord 9"" Rear End with 3.73 Gears \r\n', '\nUndercarriage was Painted Silver and Insulation was Added \r\n', '\nMustang II Front End Rack with Power Steering and Adjustable Coil Over Shocks \r\n', '\nRear is Setup with Shocks and Sway Bar \r\n', '\nPower Front Disc Brakes\n']",TudorCustom,https://www.gaaclassiccars.com/vehicles/39697/1946-ford-tudor-custom,Blue,GM 350 CID Engine,2,ST0077,Tudor,,Sedan,"2,804 Views",VIN:1GA262239,1946
Ford,"['\nBuilt by Unique Performance in Farmers Branch, Texas\r\n', '\nLicensed by Shelby American Inc\r\n', '\nStroked Aluminum 427 CID Engine Built by Keith Craft Racing\r\n', '\nHolley Intake Manifold with 4-Barrel Carburetor\r\n', '\nMSD Ignition and Pro-Billet Distributor\r\n', '\nAluminum Radiator\r\n', '\nSide Exit Exhaust\r\n', '\nHeavy Duty TREMEC TK0600 5-Speed Transmission\r\n', '\nHydraulic Clutch\r\n', '\n3.25 Currie Nodular 9"" Rear End\r\n', '\nBaer 4-Wheel Disc Brakes\r\n', '\nFull Subframe Chassis Bracing\r\n', '\n4-Corner Coilovers\r\n', '\nSilver with Black Striping\r\n', '\nBlack Leather Upholstery \r\n', '\nBucket Seats and Console\r\n', '\nAir Conditioning\r\n', '\nShelby Signature Auto Meter Gauges\r\n', '\n5-Point Racing Harness\r\n', '\nGlove Box Autographed by Carroll Shelby\n']",MustangGT500E,https://www.gaaclassiccars.com/vehicles/39643/1967-ford-mustang-gt500e,Gray,"Built by Unique Performance in Farmers Branch, TX",2,ST0079.1,Mustang,,Fastback,"4,202 Views",VIN:7R02A179189,1967
Chevrolet,"['\nPart of the George Shinn No Reserve Collection \r\n', '\n454 CID V8 Engine\r\n', '\nAutomatic Transmission \r\n', '\nFinished in Black with Custom Black and Red Leather Interior \r\n', '\nDakota Digital VHX Instrumentation \r\n', '\nNu-Relics Power Windows \r\n', '\nChrome Budnick Wheels\n']",Camaro,https://www.gaaclassiccars.com/vehicles/39698/1969-chevrolet-camaro,Black,454 CID V8 Engine,2,ST0078,Camaro,,Coupe,"4,146 Views",VIN:124379N519105,1969
Chevrolet,"['\nPart of the George Shinn No Reserve Collection \r\n', '\nFrame Off Restoration \r\n', '\nSS Badging\r\n', '\nAluminum Heads \r\n', '\nPower Steering \r\n', '\nRally Wheels \r\n', '\nPainted Undercarriage \r\n', '\nBig Block Engine \r\n', '\n4 Speed Transmission \r\n', '\nBucket Seats and Console \r\n', '\nPower Disc Brakes \r\n', '\nBF Goodrich Tires\n']",Chevelle,https://www.gaaclassiccars.com/vehicles/39695/1972-chevrolet-chevelle,Orange,Frame Off Restoration,2,ST0076,Chevelle,,Coupe,"3,861 Views",VIN:1C37F2B643102,1972
Ford,"['\nPart of the George Shinn No Reserve Collection \r\n', '\nProfessional Frame Off Restoration by Jerry Miller of Springdale, Arkansas \r\n', '\nTwo Tone White Vinyl & Brown Cloth Interior \r\n', '\n312 Y Block V8 Engine\r\n', '\nPower Steering \r\n', '\nDual Spotlight Mirrors \r\n', '\nStone Guards & Rocker Trim \r\n', '\nFord Wheel Covers \r\n', '\nTwo Tone Doeskin Tan & Dusk Pearl Paint \r\n', '\nContinental Kit \r\n', '\nAutomatic Transmission \r\n', '\nFender Skirts \r\n', '\nFront Bumper V Bar \r\n', '\nTown & Country Radio \r\n', '\nBias Ply Wide Whitewall Tires\n']",Fairlane500,https://www.gaaclassiccars.com/vehicles/39694/1957-ford-fairlane-500,Rose & Tan,Frame Off Restoration,2,ST0075,Fairlane,,Convertible,"4,609 Views",VIN:C7FW288100,1957
Chevrolet,"['\nPer Title Vehicle Is Total Loss\r\n', '\nPart of the George Shinn No Reserve Collection\r\n', '\nPer NMVTIS Report: Rebuilt applied by NORTH CAROLINA on 20170130\r\n', '\nThe vehicle, previously branded ""salvage"", has passed anti-theft and safety inspections, or other jurisdiction procedures, to ensure the vehicle was rebuilt to required standards. Also known as prior salvage (salvaged) / Previous Title Branded as Exceeds Mechanical Limits \r\n', '\nTotal Frame Off Restoration \r\n', '\nCustom Paint & Pinstriping \r\n', '\nFront Bumper California Smoothie \r\n', '\nVFN Fiberglass Hood 2"" Cowl \r\n', '\nAll New Smoked Glass \r\n', '\nPower Steering \r\n', '\nNew Wiring Harness \r\n', '\nStainless Steel Headers \r\n', '\n700R Automatic 4 Speed Transmission \r\n', '\nAll LED Lights\r\n', '\nWorley Aluminum Radiator-Rainbow Dual Fans\r\n', '\nAll Wheel Disc Brakes \r\n', '\nFrame Sandblasted & Painted \r\n', '\nNew Front Fenders \r\n', '\nAll New Components Bumper to Bumper \r\n', '\nRear Bumper 55 Nomad \r\n', '\nBillet Aluminum Hood Hinges \r\n', '\nStainless Steel Gas Tank \r\n', '\n383 Stroker Engine \r\n', '\n373 Richmond Locker Rear \r\n', '\nBattery Box Moved to the Trunk \r\n', '\nRaingear Wiper System \r\n', '\n2 1/2"" Aluminized Exhaust\n']",Bel Air,https://www.gaaclassiccars.com/vehicles/39693/1955-chevrolet-bel-air,Turquoise/Ivory Pearl,Total Frame Off Restoration,2,ST0074,Bel Air,,Coupe,"7,626 Views",VIN:VC55L081482,1955
Chevrolet,"['\nPart of the George Shinn No Reserve Collection \r\n', '\nZ51 Performance Package \r\n', '\n2LT Package \r\n', '\n6.2L V8 Engine\r\n', '\n7 Speed Manual Transmission \r\n', '\nLong Beach Red Exterior \r\n', '\nPower-Operated Black Convertible Top \r\n', '\nBlack Leather Interior \r\n', '\nHeated and Ventilated Bucket Seats \r\n', '\nA/C\r\n', '\nBose AM/FM Stereo \r\n', '\nSirius XM Radio\r\n', '\nQuad Exhaust Tips \r\n', '\nLimited Slip Differential \r\n', '\n3.42:1 Rear Gears \r\n', '\nRed Brake Calipers \r\n', '\nChrome Alloy Wheels \r\n', '\nMichelin Pilot Super Sport Tires\n']",Corvette,https://www.gaaclassiccars.com/vehicles/39692/2018-chevrolet-corvette,Long Beach Red,Z51 Performance Package,2,ST0073,Corvette,,Convertible,"4,242 Views",VIN:1G1YJ3D70J5105420,2018
